id,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription,feed_url,SD_url_2014,SD_url_2015,SD_url_2016,feed_retrieved_date
1088,1222840,"RETAIL PROPERTIES OF AMERICA, INC.",400362,NYSE,RPAI,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1222840&start=0&type=SD,,,,2016-04-30
1089,1364479,HERTZ GLOBAL HOLDINGS INC,710494,NYSE,HTZ,7510,"Automotive Rental And Leasing, Without Drivers",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1364479&start=0&type=SD,,,,2016-04-30
1090,20286,CINCINNATI FINANCIAL CORP,11645,Nasdaq Global Market,CINF,6331,"Fire, Marine, and Casualty Insurance",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=20286&start=0&type=SD,,,,2016-04-30
1091,78814,PITNEY BOWES INC /DE/,2496,NYSE,PBI,3579,"Office Machines, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=78814&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/78814/000007881414000012/0000078814-14-000012-index.htm,http://www.sec.gov/Archives/edgar/data/78814/000007881415000020/0000078814-15-000020-index.htm,,2016-04-30
1092,1002047,"NETAPP, INC.",4195,Nasdaq Global Market,NTAP,3572,Computer Storage Devices,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1002047&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1002047/000119312514220044/0001193125-14-220044-index.htm,http://www.sec.gov/Archives/edgar/data/1002047/000119312515206651/0001193125-15-206651-index.htm,,2016-04-30
1093,96223,LEUCADIA NATIONAL CORP,9694,NYSE,LUK,2011,Meat Packing Plants,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=96223&start=0&type=SD,,,,2016-04-30
1094,882184,HORTON D R INC /DE/,9618,NYSE,DHI,1531,Operative Builders,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=882184&start=0&type=SD,,,,2016-04-30
1095,6769,APACHE CORP,3940,NYSE,APA,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=6769&start=0&type=SD,,,,2016-04-30
1096,851968,MOHAWK INDUSTRIES INC,3451,NYSE,MHK,2273,Carpets and Rugs,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=851968&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/851968/000085196814000050/0000851968-14-000050-index.htm,http://www.sec.gov/Archives/edgar/data/851968/000085196815000055/0000851968-15-000055-index.htm,,2016-04-30
1097,1377013,TIME WARNER CABLE INC.,723790,NYSE,TWC,4841,Cable and Other Pay Television Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1377013&start=0&type=SD,,,,2016-04-30
1098,12659,H&R BLOCK INC,7387,NYSE,HRB,7200,Services-Personal Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=12659&start=0&type=SD,,,,2016-04-30
1099,716006,YRC WORLDWIDE INC.,7536,Nasdaq Global Market,YRCW,4213,"Trucking, Except Local",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=716006&start=0&type=SD,,,,2016-04-30
1100,875045,BIOGEN INC.,9708,Nasdaq Global Market,BIIB,2836,"Biological Products, Except Diagnostic Substances",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=875045&start=0&type=SD,,,,2016-04-30
1101,1075415,SENIOR HOUSING PROPERTIES TRUST,57507,NYSE,SNH,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1075415&start=0&type=SD,,,,2016-04-30
1102,914025,PLANTRONICS INC /CA/,5597,NYSE,PLT,3661,Telephone and Telegraph Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=914025&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/914025/000091402514000019/0000914025-14-000019-index.htm,http://www.sec.gov/Archives/edgar/data/914025/000091402515000026/0000914025-15-000026-index.htm,,2016-04-30
1103,1069202,LENNOX INTERNATIONAL INC,5177,NYSE,LII,3585,Air-Conditioning and Warm Air Heating Equipment and Commercial a,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1069202&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1069202/000119312514221514/0001193125-14-221514-index.htm,http://www.sec.gov/Archives/edgar/data/1069202/000119312515191906/0001193125-15-191906-index.htm,,2016-04-30
1104,36270,M&T BANK CORP,16919,NYSE,MTB,6022,State Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=36270&start=0&type=SD,,,,2016-04-30
1105,1585689,HILTON WORLDWIDE HOLDINGS INC.,915398,NYSE,HLT,7011,Hotels and Motels,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1585689&start=0&type=SD,,,,2016-04-30
1106,1336920,"LEIDOS HOLDINGS, INC.",684378,NYSE,LDOS,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1336920&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1336920/000119312514221917/0001193125-14-221917-index.htm,http://www.sec.gov/Archives/edgar/data/1336920/000133692015000022/0001336920-15-000022-index.htm,,2016-04-30
1107,84839,ROLLINS INC,10868,NYSE,ROL,7340,Services To Dwellings And Other Buildings,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=84839&start=0&type=SD,,,,2016-04-30
1108,895126,CHESAPEAKE ENERGY CORP,1021,NYSE,CHK,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=895126&start=0&type=SD,,,,2016-04-30
1109,799288,"LANDS' END, INC.",9739,Nasdaq Capital Market,LE,5651,Family Clothing Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=799288&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/799288/000079928815000035/0000799288-15-000035-index.htm,,2016-04-30
1110,216085,HAVERTY FURNITURE COMPANIES INC,593,NYSE,HVT,5712,Furniture Stores,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=216085&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/216085/000114036114023837/0001140361-14-023837-index.htm,http://www.sec.gov/Archives/edgar/data/216085/000021608515000023/0000216085-15-000023-index.htm,,2016-04-30
1111,72971,WELLS FARGO & COMPANY/MN,8130,NYSE,WFC,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=72971&start=0&type=SD,,,,2016-04-30
1112,1514991,AMC NETWORKS INC.,850427,Nasdaq Global Market,AMCX,4841,Cable and Other Pay Television Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1514991&start=0&type=SD,,,,2016-04-30
1113,1039684,ONEOK INC /NEW/,4799,NYSE,OKE,4923,Natural Gas Transmission and Distribution,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1039684&start=0&type=SD,,,,2016-04-30
1114,89800,SHERWIN WILLIAMS CO,2378,NYSE,SHW,5200,"Retail-Building Materials, Hardware, Garden Supply",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=89800&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/89800/000119312514220147/0001193125-14-220147-index.htm,http://www.sec.gov/Archives/edgar/data/89800/000119312515206628/0001193125-15-206628-index.htm,,2016-04-30
1115,1415336,ZELTIQ AESTHETICS INC,759517,Nasdaq Global Market,ZLTQ,3845,Electromedical and Electrotherapeutic Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1415336&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1415336/000144530514002420/0001445305-14-002420-index.htm,http://www.sec.gov/Archives/edgar/data/1415336/000119312515208886/0001193125-15-208886-index.htm,,2016-04-30
1116,1019361,ROFIN SINAR TECHNOLOGIES INC,5438,Nasdaq Global Market,RSTI,3690,"Miscellaneous Electrical Machinery, Equipment,",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1019361&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1019361/000101936114000019/0001019361-14-000019-index.htm,http://www.sec.gov/Archives/edgar/data/1019361/000101936115000023/0001019361-15-000023-index.htm,,2016-04-30
1117,1454389,STONEGATE MORTGAGE CORP,796164,NYSE,SGM,6162,Mortgage Bankers and Loan Correspondents,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1454389&start=0&type=SD,,,,2016-04-30
1118,82166,RAVEN INDUSTRIES INC,4678,Nasdaq Global Market,RAVN,3081,Unsupported Plastics Film and Sheet,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=82166&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/82166/000008216614000066/0000082166-14-000066-index.htm,http://www.sec.gov/Archives/edgar/data/82166/000008216615000082/0000082166-15-000082-index.htm,,2016-04-30
1119,100726,UNIFI INC,10620,NYSE,UFI,2200,Textile mill products,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=100726&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/100726/000143774915001873/0001437749-15-001873-index.htm,,2016-04-30
1120,67088,MITSUBISHI UFJ FINANCIAL GROUP INC,96426,NYSE,MTU,6029,"Commercial Banks, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=67088&start=0&type=SD,,,,2016-04-30
1121,1511737,"UBIQUITI NETWORKS, INC.",857833,Nasdaq Global Market,UBNT,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1511737&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1511737/000119312514222294/0001193125-14-222294-index.htm,http://www.sec.gov/Archives/edgar/data/1511737/000157104915004743/0001571049-15-004743-index.htm,,2016-04-30
1122,1015780,E TRADE FINANCIAL CORP,2508,Nasdaq Global Market,ETFC,6035,"Savings Institutions, Federally Chartered",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1015780&start=0&type=SD,,,,2016-04-30
1123,1339048,"WESTERN REFINING, INC.",686460,NYSE,WNR,2911,Petroleum Refining,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1339048&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1339048/000133904814000056/0001339048-14-000056-index.htm,http://www.sec.gov/Archives/edgar/data/1339048/000133904815000040/0001339048-15-000040-index.htm,,2016-04-30
1124,921825,FIRST INDUSTRIAL REALTY TRUST INC,2009,NYSE,FR,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=921825&start=0&type=SD,,,,2016-04-30
1125,927066,DAVITA HEALTHCARE PARTNERS INC.,9056,NYSE,DVA,8090,"Miscellaneous Health And Allied Services, Not",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=927066&start=0&type=SD,,,,2016-04-30
1126,833444,TYCO INTERNATIONAL PLC,9936,NYSE,TYC,7380,Miscellaneous Business Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=833444&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/833444/000083344414000079/0000833444-14-000079-index.htm,http://www.sec.gov/Archives/edgar/data/833444/000083344415000043/0000833444-15-000043-index.htm,,2016-04-30
1127,1276591,HANSEN MEDICAL INC,615515,Nasdaq Global Market,HNSN,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1276591&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1276591/000119312514218536/0001193125-14-218536-index.htm,http://www.sec.gov/Archives/edgar/data/1276591/000119312515208675/0001193125-15-208675-index.htm,,2016-04-30
1128,830916,MULTI FINELINE ELECTRONIX INC,475813,Nasdaq Global Market,MFLX,3672,Printed Circuit Boards,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=830916&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/830916/000119312514219810/0001193125-14-219810-index.htm,http://www.sec.gov/Archives/edgar/data/830916/000119312515206915/0001193125-15-206915-index.htm,,2016-04-30
1129,1107843,"QUALYS, INC.",375214,Nasdaq Global Market,QLYS,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1107843&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1107843/000119312514221806/0001193125-14-221806-index.htm,http://www.sec.gov/Archives/edgar/data/1107843/000119312515208830/0001193125-15-208830-index.htm,,2016-04-30
1130,45012,HALLIBURTON CO,7147,NYSE,HAL,1389,"Oil and Gas Field Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=45012&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/45012/000004501214000229/0000045012-14-000229-index.htm,http://www.sec.gov/Archives/edgar/data/45012/000004501215000089/0000045012-15-000089-index.htm,,2016-04-30
1131,1487712,AIR LEASE CORP,829288,NYSE,AL,7359,"Equipment Rental and Leasing, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1487712&start=0&type=SD,,,,2016-04-30
1132,1077688,HOOKER FURNITURE CORP,58390,Nasdaq Global Market,HOFT,2510,Household Furniture,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1077688&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1077688/000118518514001487/0001185185-14-001487-index.htm,http://www.sec.gov/Archives/edgar/data/1077688/000118518515001521/0001185185-15-001521-index.htm,,2016-04-30
1133,909791,ULTRATECH INC,4465,Nasdaq Global Market,UTEK,3559,"Special Industry Machinery, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=909791&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/909791/000090979114000033/0000909791-14-000033-index.htm,http://www.sec.gov/Archives/edgar/data/909791/000090979115000016/0000909791-15-000016-index.htm,,2016-04-30
1134,823768,WASTE MANAGEMENT INC,8960,NYSE,WM,4953,Refuse Systems,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=823768&start=0&type=SD,,,,2016-04-30
1135,764811,COMMUNITYONE BANCORP,7117,Nasdaq Capital Market,COB,6021,National Commercial Banks,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=764811&start=0&type=SD,,,,2016-04-30
1136,1252849,"COLUMBIA PROPERTY TRUST, INC.",417902,NYSE,CXP,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1252849&start=0&type=SD,,,,2016-04-30
1137,895655,JARDEN CORP,4744,NYSE,JAH,5190,Miscellaneous Non-durable Goods,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=895655&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/895655/000119312514219884/0001193125-14-219884-index.htm,http://www.sec.gov/Archives/edgar/data/895655/000119312515209058/0001193125-15-209058-index.htm,,2016-04-30
1138,357020,XCERRA CORP,7169,Nasdaq Global Market,XCRA,3825,Instruments for Measuring and Testing of Electricity and Electri,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=357020&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/357020/000119312514221516/0001193125-14-221516-index.htm,http://www.sec.gov/Archives/edgar/data/357020/000119312515208565/0001193125-15-208565-index.htm,,2016-04-30
1139,836690,INNOVATIVE SOLUTIONS & SUPPORT INC,75940,Nasdaq Global Market,ISSC,7371,Computer Programming Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=836690&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/836690/000110465914043022/0001104659-14-043022-index.htm,http://www.sec.gov/Archives/edgar/data/836690/000110465915042346/0001104659-15-042346-index.htm,,2016-04-30
1140,708819,MCDERMOTT INTERNATIONAL INC,19,NYSE,MDR,3443,Fabricated Plate Work (Boiler Shops),https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=708819&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/708819/000119312514222190/0001193125-14-222190-index.htm,http://www.sec.gov/Archives/edgar/data/708819/000119312515209068/0001193125-15-209068-index.htm,,2016-04-30
1141,1518832,"WPX ENERGY, INC.",853933,NYSE,WPX,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1518832&start=0&type=SD,,,,2016-04-30
1142,1105472,SONUS NETWORKS INC,74118,Nasdaq Global Market,SONS,7373,Computer Integrated Systems Design,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1105472&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1105472/000110465914042789/0001104659-14-042789-index.htm,http://www.sec.gov/Archives/edgar/data/1105472/000110465915042476/0001104659-15-042476-index.htm,,2016-04-30
1143,1401708,NANOSTRING TECHNOLOGIES INC,746391,Nasdaq Global Market,NSTG,2836,"Biological Products, Except Diagnostic Substances",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1401708&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1401708/000119312514221909/0001193125-14-221909-index.htm,http://www.sec.gov/Archives/edgar/data/1401708/000119312515208809/0001193125-15-208809-index.htm,,2016-04-30
1144,80420,POWELL INDUSTRIES INC,22,Nasdaq Global Market,POWL,3613,Switchgear and Switchboard Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=80420&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/80420/000119312514221229/0001193125-14-221229-index.htm,http://www.sec.gov/Archives/edgar/data/80420/000119312515208231/0001193125-15-208231-index.htm,,2016-04-30
1145,1096385,VECTREN CORP,69014,NYSE,VVC,4932,Gas and Other Services Combined,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1096385&start=0&type=SD,,,,2016-04-30
1146,859737,HOLOGIC INC,45,Nasdaq Global Market,HOLX,3844,X-Ray Apparatus and Tubes and Related Irradiation Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=859737&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/859737/000119312514222187/0001193125-14-222187-index.htm,http://www.sec.gov/Archives/edgar/data/859737/000085973715000013/0000859737-15-000013-index.htm,,2016-04-30
1147,1267238,ASSURANT INC,601811,NYSE,AIZ,6321,Accident and Health Insurance,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1267238&start=0&type=SD,,,,2016-04-30
1148,1115837,MOBILE TELESYSTEMS PJSC,96465,NYSE,MBT,4812,Radiotelephone Communications,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1115837&start=0&type=SD,,,,2016-04-30
1149,63296,MATTHEWS INTERNATIONAL CORP,6873,Nasdaq Global Market,MATW,3360,Nonferrous Foundries (castings),https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=63296&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/63296/000114036114023826/0001140361-14-023826-index.htm,http://www.sec.gov/Archives/edgar/data/63296/000006329615000043/0000063296-15-000043-index.htm,,2016-04-30
1150,1015922,CHECK POINT SOFTWARE TECHNOLOGIES LTD,9938,Nasdaq Global Market,CHKP,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1015922&start=0&type=SD,,,,2016-04-30
1151,1408198,MSCI INC.,752605,NYSE,MSCI,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1408198&start=0&type=SD,,,,2016-04-30
1152,46080,HASBRO INC,3672,Nasdaq Global Market,HAS,3944,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=46080&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/46080/000004608014000065/0000046080-14-000065-index.htm,http://www.sec.gov/Archives/edgar/data/46080/000004608015000062/0000046080-15-000062-index.htm,,2016-04-30
1153,1108524,SALESFORCE COM INC,159140,NYSE,CRM,7372,Prepackaged Software,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1108524&start=0&type=SD,,,,2016-04-30
1154,1581068,BRIXMOR PROPERTY GROUP INC.,911024,NYSE,BRX,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1581068&start=0&type=SD,,,,2016-04-30
1155,203077,ST JUDE MEDICAL INC,11034,NYSE,STJ,3845,Electromedical and Electrotherapeutic Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=203077&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/203077/000110465914043392/0001104659-14-043392-index.htm,http://www.sec.gov/Archives/edgar/data/203077/000110465915042431/0001104659-15-042431-index.htm,,2016-04-30
1156,53669,JOHNSON CONTROLS INC,5227,NYSE,JCI,2531,Public Building and Related Furniture,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=53669&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/53669/000005366914000018/0000053669-14-000018-index.htm,http://www.sec.gov/Archives/edgar/data/53669/000005366915000022/0000053669-15-000022-index.htm,,2016-04-30
1157,1122976,POLYONE CORP,79042,NYSE,POL,2821,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elasto",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1122976&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1122976/000119312514221504/0001193125-14-221504-index.htm,http://www.sec.gov/Archives/edgar/data/1122976/000119312515208244/0001193125-15-208244-index.htm,,2016-04-30
1158,1141391,MASTERCARD INC,87022,NYSE,MA,7389,"Business Services, Not Elsewhere Classified",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1141391&start=0&type=SD,,,,2016-04-30
1159,924717,SURMODICS INC,5062,Nasdaq Global Market,SRDX,3841,Surgical and Medical Instruments and Apparatus,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=924717&start=0&type=SD,,http://www.sec.gov/Archives/edgar/data/924717/000115752315001957/0001157523-15-001957-index.htm,,2016-04-30
1160,1378453,TRAVELCENTERS OF AMERICA LLC,728465,NYSE,TA,5500,Retail-Auto Dealers & Gasoline Stations,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1378453&start=0&type=SD,,,,2016-04-30
1161,1001039,WALT DISNEY CO/,9479,NYSE,DIS,4841,Cable and Other Pay Television Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1001039&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1001039/000100103914000159/0001001039-14-000159-index.htm,http://www.sec.gov/Archives/edgar/data/1001039/000100103915000147/0001001039-15-000147-index.htm,,2016-04-30
1162,723254,CINTAS CORP,5215,Nasdaq Global Market,CTAS,2320,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments",https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=723254&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/723254/000072325414000011/0000723254-14-000011-index.htm,http://www.sec.gov/Archives/edgar/data/723254/000072325415000008/0000723254-15-000008-index.htm,,2016-04-30
1163,1357615,"KBR, INC.",705464,NYSE,KBR,1600,Heavy Construction Other Than Bldg Const - Contractors,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1357615&start=0&type=SD,,,,2016-04-30
1164,860546,CORPORATE OFFICE PROPERTIES TRUST,5183,NYSE,OFC,6798,Real Estate Investment Trusts,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=860546&start=0&type=SD,,,,2016-04-30
1165,1433270,ANTERO RESOURCES CORP,776600,NYSE,AR,1311,Crude Petroleum and Natural Gas,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1433270&start=0&type=SD,,,,2016-04-30
1166,76321,PARKER DRILLING CO /DE/,11354,NYSE,PKD,1381,Drilling Oil and Gas Wells,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=76321&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/76321/000114420414034168/0001144204-14-034168-index.htm,http://www.sec.gov/Archives/edgar/data/76321/000007632115000033/0000076321-15-000033-index.htm,,2016-04-30
1167,1056239,L 3 COMMUNICATIONS HOLDINGS INC,7751,NYSE,LLL,3663,Radio and Television Broadcasting and Communications Equipment,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=1056239&start=0&type=SD,http://www.sec.gov/Archives/edgar/data/1056239/000119312514221342/0001193125-14-221342-index.htm,http://www.sec.gov/Archives/edgar/data/1056239/000119312515205427/0001193125-15-205427-index.htm,,2016-04-30
1168,871763,MANPOWERGROUP INC.,8301,NYSE,MAN,7363,Help Supply Services,https://www.sec.gov/cgi-bin/browse-edgar?owner=exclude&count=40&output=atom&action=getcompany&CIK=871763&start=0&type=SD,,,,2016-04-30
